domain,1CSE_G1,2CSE_G1,4CSE_G1,8CSE_G1,64CSE_G1,1CSE_G2,2CSE_G2,4CSE_G2,8CSE_G2,64CSE_G2,id,cluster,genes,DnaBinding,DnaBinding_each
chr13_104240000_104800000,-0.463627818,-0.131320999,-0.156650049,0.248221159,0.143661293,0.071405775,0.448733746,-0.02274641,0.324448894,0.369531833,1192,4,Cenpk; Adamts6; Cwc27; 2610204G07Rik; Srek1ip1,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr13_104960000_105440000,0.702540689,0.401481413,0.607928848,0.53366254,0.477343816,0.731744441,0.671738892,0.182933089,0.300528101,0.349269242,1193,4,Rgs7bp; 4933425L06Rik; Rnf180; Gm25631,0,FALSE; FALSE; FALSE; FALSE
chr13_108440000_109280000,0.736649182,0.568435588,0.269126454,0.15039877,0.264960388,0.591772941,1.111209528,-0.104246316,-0.07254434,0.362552535,1200,4,Pde4d; Gm27572; Gm28016; Rps3a3,0,FALSE; FALSE; FALSE; FALSE
chr13_109200000_110040000,0.381230076,0.12267944,0.160152247,0.154560081,0.204884259,0.263899449,0.439064257,0.110298626,0.105391499,0.206580148,1202,4,Pde4d; Mir582; Mir1904,0,FALSE; FALSE; FALSE
chr13_109680000_110400000,0.25742727,0.417194473,0.632532081,0.66349866,0.042691054,0.173336074,0.355932899,0.222786953,0.221723063,-0.265156773,1204,4,Pde4d; Mir1904; Rab3c; Gm5455; Gapt; Plk2,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr13_118200000_119440000,0.105157711,0.423456487,-0.013953927,0.155552962,0.492289918,0.126979235,0.583068678,0.049530972,0.192078483,0.320364831,1229,4,Mrps30; B430218F22Rik; Gm47563; 1700003P14Rik; Gm9098; Gm47330; Gm18361; Gm10732; Fgf10; Gm16263; Gm47335; Gm44488; Gm47336; Nnt; Nnt; Paip1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr13_118360000_118880000,0.217088437,0.635300705,0.308889921,0.456593933,1.094438137,0.236637488,0.915468618,0.240505964,0.578692367,0.749375164,1230,4,Mrps30; B430218F22Rik; Gm47563; 1700003P14Rik; Gm9098; Gm47330; Gm18361; Gm10732; Fgf10; Gm16263; Gm47335,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_8360000_8840000,0.135295897,0.321420299,0.842916376,1.015535626,0.653388255,0.490757195,0.34645542,0.304681317,0.424684207,0.66899243,1231,4,Oit1; 2610318M16Rik; Gm8416; 4930452B06Rik; 4930455B14Rik; Gm20241; Gm9800,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_9360000_9920000,0.158616645,0.303018728,0.486350702,0.797189696,0.910185312,0.471663008,0.65136972,0.215593259,0.005377183,0.295700293,1235,4,Gm48370; Gm48371; Fhit; Hmgb3-ps; Mnd1-ps; Gm48438,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_10760000_11440000,0.321857309,0.196795816,0.201135952,1.172733999,1.905102651,0.697966536,1.12615316,0.095856026,0.078620752,0.264978489,1241,4,Fhit; Fhitos; Gm48437; Slc25a5-ps; Rpl21-ps4; Gm3839; Mir5124b; Gm25466; Gm48592,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_11040000_11520000,0.051481879,0.197615306,0.244902671,1.608228055,1.798373312,0.544804239,0.808489521,0.266385724,0.117813673,0.219810664,1242,4,Fhit; Slc25a5-ps; Rpl21-ps4; Gm3839; Mir5124b; Gm25466; Gm48592; Gm48594; Gm8438; Gm48595,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_11920000_12360000,0.435436458,0.803220986,0.627541146,1.187301824,0.769974346,0.551761492,0.637132246,0.907375939,0.545272355,0.328291111,1244,4,Ptprg; Gm3848; Gm48603; AC154682.1; 3830406C13Rik; AC156025.1; Gm24578; Fezf2,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE
chr14_12400000_13960000,0.30846891,0.356924824,0.293198994,0.80220597,0.70352763,0.377575872,0.751964907,0.439346029,0.530375244,0.593777198,1247,4,Cadps; Gm48267; n-R5s45; Gm17805; Gm18077; Gm48266; Gm5457; Gm48515; Gm48526; Gm5087; Synpr; Gm15913; Sntn; Rpl19-ps4; Gm27506; Gm3637; Gm281; Gm25964; Gm11100; Thoc7,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_12560000_13040000,0.814837976,1.284890242,0.791481194,1.431927476,0.599233672,0.755750257,1.168043915,1.116827313,0.378525765,0.761079276,1248,4,Cadps; Gm17805; Gm18077; Gm48266; Gm5457; Gm48515; Gm48526,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_15680000_16200000,0.017409189,0.058898268,0.003094919,0.447149749,0.975437781,0.477520751,0.351325866,0.128566072,0.095419124,0.93987426,1253,4,Gm47782; Gm31804; Gm47780; Gm8514; 1700062C10Rik; Gm8517,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_16400000_16920000,0.203801845,0.303072617,0.486672525,0.989636916,1.038107312,0.707245779,0.573905469,0.514775955,0.26101177,1.024896201,1254,4,Top2b; Rarb; Gm48162,2,TRUE; TRUE; FALSE
chr14_18200000_18760000,-0.571392991,-0.31150394,-0.231581095,0.112799621,0.518723249,-0.183065197,-0.268226594,0.304896649,0.249816673,0.767297049,1258,4,Gm44469; Nr1d2; Gm7084; Rpl15; Nkiras1; Ube2e1; Gm22350; Gm6781; Gm4939; Ube2e2,1,FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_20960000_21440000,0.153410982,0.557614643,0.904486734,1.350690582,0.414351088,0.088076272,0.354749756,0.857634726,0.824915383,0.245552787,1263,4,Vcl; Ap3m1; Adk; Gm26372,0,FALSE; FALSE; FALSE; FALSE
chr14_21880000_23560000,0.214145098,0.096870322,0.368884498,0.401408987,0.285616604,0.274568655,0.345793429,0.17814738,0.26110015,0.169690091,1266,4,4931407E12Rik; Gm37590; Zfp503; C130012C08Rik; Lrmda; Gm27532; Gm7480; 4930405A10Rik; Gm5670; Gm7473; Gm47601; Gm10248; Kcnma1; Gm46443; 5430425E15Rik,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_22480000_23480000,0.20213056,0.315473393,0.780071914,0.788235619,0.130387338,0.52892496,0.655879354,0.23074272,0.286238723,0.004187033,1267,4,Lrmda; 4930405A10Rik; Gm5670; Gm7473; Gm47601; Gm10248; Kcnma1; Gm46443,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_22480000_24480000,0.093776716,0.246169239,0.740701882,0.602429127,0.12536179,0.163024273,0.24229268,0.140396854,0.287737133,0.055337926,1268,4,Lrmda; 4930405A10Rik; Gm5670; Gm7473; Gm47601; Gm10248; Kcnma1; Gm46443; 5430425E15Rik; Gm29626; 4930519K11Rik; CT025624.1; Gm6158; Mir7210; Dlg5; AC163638.1; Gm17105; Gm19034; E330034G19Rik; Gm18276; Gm47774; Gm41109; Gm47814; Polr3a,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE
chr14_22840000_23480000,0.069878063,0.317018637,0.992903966,0.882855215,0.157803846,0.778599664,0.871942619,0.298106452,-0.044528104,-0.024506178,1270,4,Lrmda; Gm47601; Gm10248; Kcnma1; Gm46443,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr14_24480000_24920000,0.63078538,0.739445595,1.392913302,1.01627829,0.424098988,0.717043593,0.870497458,1.214856581,0.932680931,0.643818965,1276,4,Polr3a; Rps24; 4930542C16Rik; 4930428N03Rik; Gm47906; Gm10398,1,TRUE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_26280000_29960000,0.13225276,0.023154401,0.386426479,0.334986327,0.132979863,0.052510732,-0.02106823,-0.003090242,0.004057723,0.073148847,1282,4,Gm18578; Gm34059; 4933413J09Rik; Crb1-ps; Slmapos2; Slmap; Gm24031; Gm2178; Gm18215; Gm7565; Dennd6a; Arf4os; Arf4; Pde12; Mir7672; 9930004E17Rik; Dnah12; Asb14; Appl1; Gm41115; Hesx1; Il17rd; Arhgef3; Gm7591; AC140462.1; Gm23633; Fam208a; Ccdc66; Gm22485; Gm25697; Gm7604; Erc2; Gm18398; Gm45645; Gm20242; Wnt5a; Gm2670; Gm35164; Gm18079; Gm35217; Cacna2d3; Gm23999; Lrtm1; Gm48004; Gm6043; Gm48006; Gm48005; Gm48003; Gm48058; Gm41118; Gm35281; AC154576.1; Gm47414,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_27520000_29160000,0.232438909,0.261820506,0.774555359,0.915317636,0.354843281,0.169043261,0.301297122,0.154480044,0.293647469,0.171387517,1284,4,Gm25697; Gm7604; Erc2; Gm18398; Gm45645; Gm20242; Wnt5a; Gm2670; Gm35164; Gm18079; Gm35217; Cacna2d3; Gm23999; Lrtm1; Gm48004,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_27760000_29960000,0.307589624,0.279075905,0.8900962,0.898873097,0.353290453,0.212260956,0.422815962,0.182485355,0.258817159,0.257722097,1285,4,Erc2; Gm45645; Gm20242; Wnt5a; Gm2670; Gm35164; Gm18079; Gm35217; Cacna2d3; Gm23999; Lrtm1; Gm48004; Gm6043; Gm48006; Gm48005; Gm48003; Gm48058; Gm41118; Gm35281; AC154576.1; Gm47414,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_28640000_29960000,0.612073212,0.385752014,0.894521526,0.876831746,0.152171137,0.373165262,0.461432623,0.190763824,0.11140534,0.155429926,1287,4,Gm35164; Gm18079; Gm35217; Cacna2d3; Gm23999; Lrtm1; Gm48004; Gm6043; Gm48006; Gm48005; Gm48003; Gm48058; Gm41118; Gm35281; AC154576.1; Gm47414,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_29480000_29960000,0.609031024,0.703611298,1.342676173,1.280459195,0.688135814,0.620547557,0.493236441,0.594791699,0.580582613,0.515136989,1290,4,Cacna2d3; Gm48003; Gm48058; Gm41118; Gm35281; AC154576.1; Gm47414,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_32960000_33440000,0.574606171,0.606310252,1.091983948,1.007684926,0.568176951,0.695359307,0.976563596,1.044451841,1.333182545,0.535350258,1305,4,Wdfy4; Lrrc18; AC154239.1; Gm25498; AC154239.2; Arhgap22; AC154239.3; Gm15512; Mapk8; AC154649.1; AC154649.2,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_33040000_33680000,0.161168149,0.40922783,0.635356348,0.50890565,0.087362994,0.368987001,0.578257976,0.760664025,0.83976781,0.158405616,1306,4,Wdfy4; AC154239.1; Gm25498; AC154239.2; Arhgap22; AC154239.3; Gm15512; Mapk8; AC154649.1; AC154649.2; Frmpd2; Ptpn20; Gm26228,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_37280000_38000000,0.180332689,0.198777769,0.243813352,0.165901192,0.186731772,0.442306297,0.391927086,-0.092722017,-0.026521859,-0.191743347,1316,4,Gm23909; Gm47971; Gm31393; Gm5203; Gm5204,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr14_67680000_68560000,0.120078961,0.125801321,0.217555291,0.237135494,0.270115325,0.113795064,0.309577434,0.36187244,0.109992809,0.546701147,1377,4,Cdca2; Kctd9; Gnrh1; Dock5; Mir6539; AC154687.1; Nefm; Nefl; Gm19216; Gm22319; Gm47212; Gm31227; Adam7,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_73640000_74720000,0.536049488,-0.04896813,0.331028041,0.577429643,0.2927036,0.158339927,0.820095882,0.29511893,0.351131413,-0.082220416,1385,4,Gm21750; AC131029.1; AC131029.2; Gm24540; Gm16409; AC154213.1; Gm22164; Cbx3-ps6; AC154213.2; AC154323.2; AC154323.1; AC154323.3; AC154407.1; AC154467.1; Htr2a; AC154621.1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_74720000_75240000,-0.093762312,0.474832564,0.8455672,0.901273101,0.651142136,0.100327571,0.492224323,0.582230782,0.702951948,0.694879562,1387,4,Esd; Lrch1; AC135083.1; AC135083.2; Rubcnl; Lrrc63; Lcp1; Gm15628; Gm15629,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_77880000_78560000,0.389046382,0.208363873,0.358982689,0.563892699,0.683468131,0.269511632,0.280811563,0.342655012,0.666145279,0.363490179,1399,4,Epsti1; AC136019.1; Gm19301; AC133176.1; Fam216b; Mir1971; AC126690.1; Gm23652; Tnfsf11; Gm26197; AC161383.1; Akap11; Dgkh,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_80240000_81800000,0.222024353,0.293859894,0.09042521,0.078339531,0.199143308,0.144237473,0.332992469,-0.017373537,-0.014266259,-0.040272639,1403,4,Gm9578; AC115357.1; AC147628.1; AC151902.2; AC151902.1; AC110380.1; AC130547.1; AC144628.2; AC144628.1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_99000000_101440000,0.267339204,0.18175389,0.109347431,0.188696479,0.285297191,0.270532007,0.208421069,0.166993235,0.09509182,0.333518738,1426,4,Mzt1; Bora; Dis3; Pibf1; AC154843.1; Gm4412; Klf5; Gm22984; Gm25130; AC165154.2; AC165154.1; AC164879.1; AC154838.3; AC154838.2; AC154838.1; Gm37093; Gm22970; Gm5958; Klf12; 4930517O19Rik; Gm16260; Gm41231; Gm26367; CT009489.1; AC124408.2; Gm24345; AC124408.1; AC126033.1; Gm22401; Gm23538; CT025157.1; Prr30; Gm26173; CT573019.1,2,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_99920000_101440000,0.398044138,0.285446919,0.234812973,0.131530305,0.235883333,0.580922618,0.444022164,0.204990978,0.250853761,0.340730809,1431,4,Klf12; 4930517O19Rik; Gm16260; Gm41231; Gm26367; CT009489.1; AC124408.2; Gm24345; AC124408.1; AC126033.1; Gm22401; Gm23538; CT025157.1; Prr30; Gm26173; CT573019.1,1,TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_101440000_103000000,-0.002497985,0.178314589,0.346348825,0.303497546,0.421391787,0.228132698,0.118360357,0.136885841,0.276667345,0.257745654,1435,4,Tbc1d4; CT025630.2; Commd6; Uchl3; CT025630.3; CT025630.1; Gm9922; Lmo7; AC154477.1; Gm22347; AC080021.1; Gm23764; CT009530.1; Kctd12; Gm26778; Mir5130; AC102815.1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_101920000_103000000,0.066106402,0.088722397,0.207741714,0.167182075,0.437661952,0.270148796,0.307293776,0.077778223,0.222616805,0.085529269,1438,4,Lmo7; AC154477.1; Gm22347; AC080021.1; Gm23764; CT009530.1; Kctd12; Gm26778; Mir5130; AC102815.1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_101960000_102520000,-0.169057723,0.060630523,0.541110842,0.765014156,0.514853999,0.446775815,0.65313896,0.047646568,0.206416569,-0.046329988,1439,4,AC154477.1; Gm22347; AC080021.1,0,FALSE; FALSE; FALSE
chr14_117800000_118440000,0.764721008,0.80279631,0.733844124,0.011298899,-0.001222078,0.392222694,0.120251922,0.719462175,0.635169359,0.781295327,1467,4,Gpc6; Mir6239; Dct; CT025675.1; Gm26773; Tgds; Gpr180; CT025686.2; Sox21; Gm4675; Mir6241; Gm9376; Gm23669; CT025686.1; Gm26791; 1700044C05Rik; CT025694.1,2,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE
chr14_118120000_120760000,0.270827315,0.606974868,0.674027199,0.454250089,0.343626872,0.198876511,0.15810724,0.38356739,0.576293253,0.463837366,1469,4,Tgds; Gpr180; CT025686.2; Sox21; Gm4675; Mir6241; Gm9376; Gm23669; CT025686.1; Gm26791; 1700044C05Rik; CT025694.1; Abcc4; AC154419.1; Gm23302; Mir6391; Gm27198; Gm22379; Cldn10; n-R5s51; Dzip1; AC154377.1; Dnajc3; AC154760.1; Uggt2; Gm16835; Hs6st3; AC160120.1; CT009539.1; 1700006F04Rik; AC154757.1; AC154757.2; Oxgr1; AC161271.1; CT025548.2; CT025548.1; Mbnl2; Gm26679; Rap2a; AC164304.1; AC125405.1; Gm17613,2,FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_4480000_5120000,-0.416233104,-0.186504404,-0.119222054,0.226462163,0.43829887,0.534925018,-0.028884609,0.0289916,0.2532221,0.395008429,1478,4,Plcxd3; C6; AC117588.2; AC117588.3; AC117588.1; Mroh2b; C7; Gm25652; Gm16077; Card6; Rpl37; Snord72,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_9440000_10440000,0.058222307,0.077800058,0.106265676,0.212410582,0.272135166,0.399032386,0.365399824,-0.026274091,0.272811485,0.234002002,1485,4,Capsl; Il7r; Spef2; Gm26350; Prlr; Gm21973; Agxt2,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_14000000_14440000,-0.167173872,0.067320229,-0.052786082,0.550623435,0.933489082,0.168961714,0.184529308,0.205715475,0.065145243,0.007806107,1497,4,AC165415.1,0,FALSE
chr15_25960000_28280000,0.231262597,0.329521497,0.650022262,0.764977035,0.273982872,0.190395491,0.094772054,0.553899813,0.322937651,0.288348343,1502,4,Fam134b; Zfp622; AC116390.1; March11; Fbxl7; AC107453.3; AC107453.2; AC107453.4; AC107453.1; AC102847.1; AC102847.2; Gm6576; Gm23903; AC107232.1; AC130671.1; Ank; AC130671.3; AC130671.2; Otulin; Mir7117; AC158955.1; Fam105a; Trio; AC130219.2; AC130219.1; AC107452.1; AC107452.3; AC107452.2; AC131997.2; AC131997.1; Dnah5,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_26600000_27880000,0.232211199,0.363105508,0.777711498,0.817352128,0.313028014,0.208955779,0.059856415,0.629775324,0.462412985,0.409539373,1504,4,Fbxl7; AC107453.3; AC107453.2; AC107453.4; AC107453.1; AC102847.1; AC102847.2; Gm6576; Gm23903; AC107232.1; AC130671.1; Ank; AC130671.3; AC130671.2; Otulin; Mir7117; AC158955.1; Fam105a; Trio; AC130219.2; AC130219.1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_26800000_27280000,0.904849215,0.537213805,1.384812859,0.868860513,0.427306749,0.301071232,0.286462945,0.505323503,0.73045128,1.372002372,1505,4,Fbxl7; Gm6576; Gm23903,0,FALSE; FALSE; FALSE
chr15_27600000_28280000,0.638634606,1.021298076,0.923147232,1.522453161,1.020402632,0.714657483,0.402511131,0.991410166,0.824269351,0.610005033,1509,4,Otulin; AC158955.1; Fam105a; Trio; AC130219.2; AC130219.1; AC107452.1; AC107452.3; AC107452.2; AC131997.2; AC131997.1; Dnah5,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_31600000_32240000,0.296970224,0.3220216,0.666598105,0.741351873,0.454134424,0.142405171,0.255716143,0.247025747,0.118502507,0.193246454,1515,4,Cct5; Fam173b; AC137842.1; AC137842.2; AC137842.3; AC123731.1; Tas2r119; 4930518I17Rik,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_31600000_32760000,0.408031746,0.542012642,1.123728786,1.001167025,0.784389902,0.314146134,0.468583543,0.19775109,0.199402009,0.491446405,1516,4,Cct5; Fam173b; AC137842.1; AC137842.2; AC137842.3; AC123731.1; Tas2r119; 4930518I17Rik; Snhg18; Snord123; Sema5a; AC110236.1; AC139845.2,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_36600000_37120000,0.057910948,0.18650516,0.370741958,0.393258541,1.178260362,0.042340741,-0.1395211,0.267959545,0.237263129,0.88491804,1524,4,Pabpc1; AC137871.1; AC137871.3; AC137871.2; AC137871.4; AC138604.1; Ywhaz; Gm25303; AC138604.2; Gm10384; AC132317.2; AC132317.1; Zfp706; Gm26766,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_52480000_53800000,0.332938639,0.535687391,0.424691213,0.413255565,0.564953373,0.490453774,0.330371383,0.419825087,0.371448911,0.274468702,1553,4,Gm23545; Gm23267; Med30; AC107645.1; Ext1; Gm27926; Samd12; Gm23200; Mir28c; AC122341.1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_52960000_53400000,0.864778331,0.810931996,0.729759855,1.04585026,0.6314214,0.211444976,0.357125194,0.819285452,0.7774358,0.579203648,1555,4,Ext1; Gm27926,0,FALSE; FALSE
chr15_59360000_61080000,0.1929815,0.198115536,0.321644232,0.081476867,0.191888745,0.135884578,0.324667209,0.034410211,0.236266334,0.15808934,1574,4,Washc5; Nsmce2; AC161172.2; Trib1; AC161172.1; AC129931.1; AC158122.1; Gm7083; Gm7713; 4933412E24Rik; Gm25875; AC140209.1; AC165437.1; AC122937.2; AC122937.1; AC122937.3; AC164597.2; Gm23835; Gm7086; AC164597.1; Fam84b; 9930014A18Rik; A1bg; AC130823.1; AC130823.2,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_60840000_62800000,0.115913362,0.236487234,0.350987243,0.645153883,0.348427001,0.173561626,0.263460355,0.214978712,0.315539505,0.206009817,1578,4,Fam84b; A1bg; AC130823.1; AC130823.2; AC140304.2; AC140304.1; AC124097.1; Gm24696; AC125455.1; AC160335.1; AC121355.1; Gm37947; Myc; Pvt1; Gm27913; Gm27782; Gm27718; Gm27957; H2afy3; AC134453.1; Gm24810; Gm22521,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_61960000_62920000,0.852230707,0.25553686,0.442761892,0.659759946,0.657709101,0.246474483,0.279353723,0.207931656,0.326593574,0.44620518,1583,4,Gm37947; Myc; Pvt1; Gm27913; Gm27782; Gm27718; Gm27957; H2afy3; AC134453.1; Gm24810; Gm22521,1,FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_62360000_63280000,0.345958734,-0.006927431,0.35889808,0.199596278,0.304662256,0.105768718,0.511297641,0.033448034,-0.031790987,0.083082027,1585,4,Pvt1; AC134453.1; Gm24810; Gm22521; Tsg101-ps; AC133076.2; AC133076.1; AC119177.2; AC125539.1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_62920000_63760000,0.324695533,0.383289792,0.489913093,0.72626955,0.738612276,0.370940402,0.271575053,0.057517958,0.26037111,0.273567466,1587,4,Tsg101-ps; AC133076.2; AC133076.1; AC119177.2; AC125539.1; Gm25702; AC119177.1; Gm5473; AC139350.2; AC139350.4; AC139350.1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr15_64120000_64680000,0.762059575,0.259445935,0.618285141,0.278687422,0.116133391,0.021258642,0.032643668,0.229868056,0.18979412,0.059848909,1591,4,Asap1; AC131710.2; AC131710.1; AC098728.1; AC122034.1,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr15_65880000_68040000,0.343714404,0.351290464,0.482321083,0.324084234,0.241703908,0.269263459,0.592339257,0.364914077,0.321250515,0.180306953,1596,4,Oc90; Hhla1; Gm2991; Kcnq3; Gm27153; Gm27242; AC112972.2; AC112972.1; Lrrc6; Tmem71; Phf20l1; Tg; Gm17140; Sla; Wisp1; Ndrg1; Gm17035; Gm2895; AC087116.1; St3gal1; 1700012I11Rik; AC109244.1; AC109244.2,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
